event_id,station_id,service_type,eligible,reason,network_distance_m,soc_feasible,operating_status,available_service_slots,available_swap_batteries,available_capacity,queue_length,estimated_wait_min,service_time_min,state_timestamp
DE000001,S001,NONE,False,NO_SERVICE_NEEDED,33528.8,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S002,NONE,False,NO_SERVICE_NEEDED,30315.5,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S003,NONE,False,NO_SERVICE_NEEDED,21205.2,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S004,NONE,False,NO_SERVICE_NEEDED,28885.9,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S005,NONE,False,NO_SERVICE_NEEDED,25844.7,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S006,NONE,False,NO_SERVICE_NEEDED,32033.7,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S007,NONE,False,NO_SERVICE_NEEDED,17574.6,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S008,NONE,False,NO_SERVICE_NEEDED,33495.1,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S009,NONE,False,NO_SERVICE_NEEDED,16235.6,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S010,NONE,False,NO_SERVICE_NEEDED,16339.3,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S011,NONE,False,NO_SERVICE_NEEDED,16175.0,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S012,NONE,False,NO_SERVICE_NEEDED,23441.5,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S013,NONE,False,NO_SERVICE_NEEDED,21915.2,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S014,NONE,False,NO_SERVICE_NEEDED,31824.2,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S015,NONE,False,NO_SERVICE_NEEDED,2861.3,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S016,NONE,False,NO_SERVICE_NEEDED,26244.3,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S017,NONE,False,NO_SERVICE_NEEDED,25037.4,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S018,NONE,False,NO_SERVICE_NEEDED,13900.3,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S019,NONE,False,NO_SERVICE_NEEDED,19766.3,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S020,NONE,False,NO_SERVICE_NEEDED,41043.5,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S021,NONE,False,NO_SERVICE_NEEDED,26073.4,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S022,NONE,False,NO_SERVICE_NEEDED,26342.8,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S023,NONE,False,NO_SERVICE_NEEDED,30274.5,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S024,NONE,False,NO_SERVICE_NEEDED,23895.9,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S025,NONE,False,NO_SERVICE_NEEDED,32345.8,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S026,NONE,False,NO_SERVICE_NEEDED,16536.0,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S027,NONE,False,NO_SERVICE_NEEDED,30903.8,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S028,NONE,False,NO_SERVICE_NEEDED,27033.2,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S029,NONE,False,NO_SERVICE_NEEDED,9268.3,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000001,S030,NONE,False,NO_SERVICE_NEEDED,15214.6,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000002,S001,NONE,False,NO_SERVICE_NEEDED,33253.2,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000002,S002,NONE,False,NO_SERVICE_NEEDED,30039.9,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000002,S003,NONE,False,NO_SERVICE_NEEDED,20929.6,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000002,S004,NONE,False,NO_SERVICE_NEEDED,28610.4,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000002,S005,NONE,False,NO_SERVICE_NEEDED,25569.1,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000002,S006,NONE,False,NO_SERVICE_NEEDED,31758.2,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000002,S007,NONE,False,NO_SERVICE_NEEDED,17299.0,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000002,S008,NONE,False,NO_SERVICE_NEEDED,33219.5,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000002,S009,NONE,False,NO_SERVICE_NEEDED,15960.0,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000002,S010,NONE,False,NO_SERVICE_NEEDED,16063.7,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000002,S011,NONE,False,NO_SERVICE_NEEDED,15899.4,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000002,S012,NONE,False,NO_SERVICE_NEEDED,23166.0,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000002,S013,NONE,False,NO_SERVICE_NEEDED,21639.6,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000002,S014,NONE,False,NO_SERVICE_NEEDED,31548.6,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000002,S015,NONE,False,NO_SERVICE_NEEDED,2583.5,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000002,S016,NONE,False,NO_SERVICE_NEEDED,25968.7,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000002,S017,NONE,False,NO_SERVICE_NEEDED,24761.8,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000002,S018,NONE,False,NO_SERVICE_NEEDED,13624.7,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000002,S019,NONE,False,NO_SERVICE_NEEDED,19490.7,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000002,S020,NONE,False,NO_SERVICE_NEEDED,40767.9,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000002,S021,NONE,False,NO_SERVICE_NEEDED,25797.8,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000002,S022,NONE,False,NO_SERVICE_NEEDED,26067.2,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
DE000002,S023,NONE,False,NO_SERVICE_NEEDED,29998.9,True,OPEN,0,0,0,0,0.0,0.0,2026-09-01T06:00:00+07:00
